,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,prop_starrating_mean,prop_starrating_median,prop_starrating_std,prop_review_score_mean,prop_review_score_median,prop_review_score_std,prop_location_score1_mean,prop_location_score1_median,prop_location_score1_std,prop_location_score2_mean,prop_location_score2_median,prop_location_score2_std,prop_log_historical_price_mean,prop_log_historical_price_median,prop_log_historical_price_std,price_usd_mean,price_usd_median,price_usd_std,comp1_rate_mean,comp1_rate_median,comp1_rate_std,comp1_inv_mean,comp1_inv_median,comp1_inv_std,comp1_rate_percent_diff_mean,comp1_rate_percent_diff_median,comp1_rate_percent_diff_std,comp2_rate_mean,comp2_rate_median,comp2_rate_std,comp2_inv_mean,comp2_inv_median,comp2_inv_std,comp2_rate_percent_diff_mean,comp2_rate_percent_diff_median,comp2_rate_percent_diff_std,comp3_rate_mean,comp3_rate_median,comp3_rate_std,comp3_inv_mean,comp3_inv_median,comp3_inv_std,comp3_rate_percent_diff_mean,comp3_rate_percent_diff_median,comp3_rate_percent_diff_std,comp4_rate_mean,comp4_rate_median,comp4_rate_std,comp4_inv_mean,comp4_inv_median,comp4_inv_std,comp4_rate_percent_diff_mean,comp4_rate_percent_diff_median,comp4_rate_percent_diff_std,comp5_rate_mean,comp5_rate_median,comp5_rate_std,comp5_inv_mean,comp5_inv_median,comp5_inv_std,comp5_rate_percent_diff_mean,comp5_rate_percent_diff_median,comp5_rate_percent_diff_std,comp6_rate_mean,comp6_rate_median,comp6_rate_std,comp6_inv_mean,comp6_inv_median,comp6_inv_std,comp6_rate_percent_diff_mean,comp6_rate_percent_diff_median,comp6_rate_percent_diff_std,comp7_rate_mean,comp7_rate_median,comp7_rate_std,comp7_inv_mean,comp7_inv_median,comp7_inv_std,comp7_rate_percent_diff_mean,comp7_rate_percent_diff_median,comp7_rate_percent_diff_std,comp8_rate_mean,comp8_rate_median,comp8_rate_std,comp8_inv_mean,comp8_inv_median,comp8_inv_std,comp8_rate_percent_diff_mean,comp8_rate_percent_diff_median,comp8_rate_percent_diff_std,day_part,season,diff_usd,diff_starrating,prop_starrating|srch_id_normalized,prop_review_score|srch_id_normalized,prop_location_score1|srch_id_normalized,prop_location_score2|srch_id_normalized,price_usd|srch_id_normalized,orig_destination_distance|srch_id_normalized
0,8,2013-03-20 17:50:44,5,219,,,219,10250,3,3.5,1,1.4,0.0,4.64,15,82.0,0,7082,1,0,1,0,1,0,,5.4,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,3,3,0.0,3.5,3.5,0.0,1.3900000000000003,1.39,0.0,0.027355263157894744,0.0321,0.013393578480879215,4.046170212765955,4.64,1.5645996198381806,87.36999999999999,84.0,11.473742613690506,,,,,,,,,,0.046511627906976744,0.0,0.21308263231644634,0.0,0.0,0.0,12.75,16.0,7.2284161474004796,0.025,0.0,0.2761920550668525,0.0,0.0,0.22360679774997896,10.166666666666666,11.0,6.997618642557386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619047616,0.0,0.21554026870452117,0.0,0.0,0.0,12.75,16.0,7.2284161474004796,3,2,,,0.6,0.7777777777777778,0.4516129032258064,0.0,0.08290155440414508,0.5905224787363305
1,8,2013-03-20 17:50:44,5,219,,,219,13252,4,4.5,1,0.0,,5.49,19,160.0,1,7082,1,0,1,0,1,0,,3.98,0,,,,,,,0.0,0.0,,,,,1.0,0.0,42.0,,,,,,,1.0,0.0,43.0,0,,0,4,4,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.01846923076923078,0.0023,0.042577080869695784,4.706363636363636,5.49,1.9597338855969455,215.1690909090909,208.75,45.318252200317495,,,,,,,,,,,,,,,,,,,-0.08888888888888889,0.0,0.35816592283860327,0.022222222222222223,0.0,0.14907119849998596,23.58823529411765,23.0,15.612730476799262,,,,,,,,,,0.20833333333333334,0.0,0.6828704538472787,0.04081632653061224,0.0,0.199914947901746,22.89189189189189,17.0,11.9809658852508,,,,,,,,,,,,,,,,,,,0.23404255319148937,0.0,0.6663582388608152,0.0,0.0,0.0,21.216216216216218,17.0,18.5698907062169,3,2,,,0.8,1.0,0.0,,0.48704663212435234,0.4179829890643985
2,8,2013-03-20 17:50:44,5,219,,,219,22756,4,4.0,1,2.8,0.2,5.11,10,259.0,0,7082,1,0,1,0,1,0,,4.41,0,,,,0.0,0.0,,-1.0,0.0,7.0,,,,0.0,0.0,7.0,,,,,,,-1.0,0.0,7.0,0,,0,4,4,0.0,4.0,4.0,0.0,2.829999999999999,2.83,0.0,0.14809756097560972,0.1643,0.09065437520551582,4.446170212765959,5.08,1.7193673674671226,158.60000000000002,149.0,51.13769404435356,,,,,,,,,,0.0,0.0,0.0,0.41379310344827586,0.0,0.5012300141587652,11.0,11.0,,-0.18421052631578946,0.0,0.4565003867790751,-0.02564102564102564,0.0,0.1601281538050871,12.166666666666666,7.0,11.526185022654747,,,,,,,,,,-0.15384615384615385,0.0,0.4315493225736372,0.02564102564102564,0.0,0.16012815380508713,12.904761904761905,7.0,11.480003318400051,,,,,,,,,,,,,,,,,,,-0.23684210526315788,0.0,0.4895784467034156,0.0,0.0,0.0,10.705882352941176,7.0,8.900594824802111,3,2,,,0.8,0.8888888888888888,0.9032258064516128,1.0,1.0,0.47023086269744835
3,8,2013-03-20 17:50:44,5,219,,,219,27669,3,3.5,1,3.0,0.2,4.62,16,85.0,0,7082,1,0,1,0,1,0,,4.17,0,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,1,96.41,1,3,3,0.0,3.5,3.5,0.0,3.0,3.0,0.0,0.1456128205128206,0.2107,0.08624093599814045,4.139130434782608,4.63,1.4615362178003077,91.00413043478262,90.0,12.838467471035274,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.02702702702702703,0.0,0.16439898730535726,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,3,2,,,0.6,0.7777777777777778,0.9677419354838709,1.0,0.09844559585492228,0.4410692588092345
4,8,2013-03-20 17:50:44,5,219,,,219,30630,3,4.0,1,0.0,,4.81,20,109.0,0,7082,1,0,1,0,1,0,,3.69,0,,,,1.0,0.0,4.0,-1.0,0.0,9.0,,,,,,,,,,,,,0.0,0.0,,0,,0,3,3,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.035112000000000004,0.0029,0.047003992029046496,4.106296296296298,4.81,1.7285868328938379,98.75166666666665,92.0,19.32933490153888,,,,,,,,,,0.04081632653061224,0.0,0.2857142857142857,0.0,0.0,0.0,8.428571428571429,9.0,5.855400437691199,-0.1111111111111111,0.0,0.3178208630818642,0.022222222222222223,0.0,0.14907119849998596,5.764705882352941,4.0,4.206088024588672,,,,,,,,,,0.0,0.0,0.0,0.0625,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,0.041666666666666664,0.0,0.20194093652345885,0.0,0.0,0.0,6.125,6.0,2.5319388392523003,3,2,,,0.6,0.8888888888888888,0.0,,0.22279792746113988,0.3827460510328068
5,8,2013-03-20 17:50:44,5,219,,,219,32491,3,4.5,1,2.3,0.1,5.18,6,199.0,0,7082,1,0,1,0,1,0,,4.45,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0,3,3,0.0,4.5,4.5,0.0,2.299999999999998,2.3,0.0,0.03532857142857143,0.0516,0.02222458286072729,4.183571428571429,5.2,2.087607964390588,155.7605357142857,173.24,44.762536341317734,,,,,,,,,,0.0,0.0,0.0,0.09615384615384616,0.0,0.2976782961926058,,,,-0.023809523809523808,0.0,0.15430334996209188,0.10869565217391304,0.0,0.31469638768997776,4.5,4.5,0.7071067811865476,,,,,,,,,,0.0,0.0,0.0,0.28846153846153844,0.0,0.4574669584784758,97.0,97.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.08,0.0,0.27404751561786966,,,,3,2,,,0.6,1.0,0.7419354838709676,0.5,0.689119170984456,0.47509113001215064
6,8,2013-03-20 17:50:44,5,219,,,219,33805,3,3.5,1,3.1,0.1,4.89,13,119.0,1,7082,1,0,1,0,1,0,,3.83,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,3,0.0,3.5,3.5,0.0,3.139999999999995,3.14,0.0,0.08921929824561406,0.1147,0.06599245205377792,4.076060606060605,4.89,1.8368542329737203,112.48727272727275,116.72,20.787977852999155,,,,,,,,,,0.17857142857142858,0.0,0.4712514425207864,0.03333333333333333,0.0,0.2581988897471611,20.705882352941178,24.0,10.546117211338688,-0.09090909090909091,0.0,0.39780542762657006,0.0,0.0,0.26490647141300877,16.923076923076923,16.0,7.576955616225847,,,,,,,,,,0.2542372881355932,0.0,0.5751527634848355,-0.016666666666666666,0.0,0.12909944487358055,16.214285714285715,12.5,9.370391283411426,,,,,,,,,,,,,,,,,,,0.2631578947368421,0.0,0.5518254055364692,-0.017241379310344827,0.0,0.13130643285972254,17.192307692307693,14.0,10.119364528543207,3,2,,,0.6,0.7777777777777778,1.0,0.5,0.27461139896373055,0.39975698663426484
7,8,2013-03-20 17:50:44,5,219,,,219,35397,3,4.5,1,1.4,0.1,4.82,12,119.0,1,7082,1,0,1,0,1,0,,5.07,0,,,,0.0,0.0,,1.0,0.0,25.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,3,0.0,4.5,4.5,0.0,1.3900000000000003,1.39,0.0,0.058326,0.0714,0.04436620247946605,4.213818181818181,4.82,1.6240718043206175,105.54945454545457,104.0,24.12238820390578,,,,,,,,,,0.16,0.0,0.509501557146486,0.0,0.0,0.0,9.25,8.5,3.7116459676905724,0.8260869565217391,1.0,0.43738352486814924,0.0625,0.0,0.24462302739504083,18.477272727272727,24.0,8.854084949670579,,,,,,,,,,-0.0392156862745098,0.0,0.28005601680560194,0.0,0.0,0.0,9.636363636363637,10.0,3.7489392439122633,,,,,,,,,,,,,,,,,,,-0.04081632653061224,0.0,0.2857142857142857,0.0,0.0,0.0,9.333333333333334,11.0,3.9370039370059056,3,2,,,0.6,1.0,0.4516129032258064,0.5,0.27461139896373055,0.5504252733900364
8,8,2013-03-20 17:50:44,5,219,,,219,39137,2,3.5,1,1.6,0.1,4.55,14,80.0,0,7082,1,0,1,0,1,0,,4.85,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,2,0.0,3.5,3.5,0.0,1.6099999999999997,1.61,0.0,0.06895555555555555,0.0813,0.025918712980001195,3.8354545454545463,4.555,1.687623145612422,79.93272727272728,80.0,13.997719808271162,,,,,,,,,,0.0,0.0,0.0,0.025,0.0,0.15811388300841897,17.0,17.0,,-0.027777777777777776,0.0,0.16666666666666666,-0.02631578947368421,0.0,0.2834957557490734,14.0,14.0,,,,,,,,,,,0.2777777777777778,0.0,0.4542567625794979,0.07317073170731707,0.0,0.34570535882735637,16.42105263157895,17.0,2.5235730725761796,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.05,0.0,0.22072142786315221,17.0,17.0,,3,2,,,0.4,0.7777777777777778,0.5161290322580645,0.5,0.07253886010362694,0.5236938031591737
9,8,2013-03-20 17:50:44,5,219,,,219,41497,3,4.5,1,1.8,0.0,5.1,1,189.0,0,7082,1,0,1,0,1,0,,1.64,0,,,,0.0,0.0,,1.0,0.0,5.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,3,0.0,4.5,4.5,0.0,1.7900000000000014,1.79,0.0,0.04127499999999998,0.0432,0.02257862331430397,4.149000000000001,5.09,1.964470380929939,142.8722,126.885,43.44863034359879,,,,,,,,,,-0.022727272727272728,0.0,0.26313285738244374,0.0,0.0,0.0,6.25,5.0,3.1509635714446826,0.025,0.0,0.35716117169158046,-0.023809523809523808,0.0,0.2694253358806515,7.363636363636363,5.0,2.9076701075853593,,,,,,,,,,0.0,0.0,0.21821789023599236,0.022727272727272728,0.0,0.1507556722888818,5.5,5.0,1.760681686165901,,,,,,,,,,,,,,,,,,,-0.023255813953488372,0.0,0.34422944265646954,0.0,0.0,0.0,6.666666666666667,5.0,3.2015621187164243,3,2,,,0.6,1.0,0.5806451612903226,0.0,0.6373056994818653,0.13365735115431346
