,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,day_part,season,diff_usd,diff_starrating,prop_starrating|srch_id_normalized,prop_review_score|srch_id_normalized,prop_location_score1|srch_id_normalized,prop_location_score2|srch_id_normalized,price_usd|srch_id_normalized,orig_destination_distance|srch_id_normalized
0,106,2013-06-17 09:20:02,5,219,,,219,73,2,3.5,1,2.77,0.3309,0.0,6,81.0,1,25427,1,24,2,2,1,1,,155.4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,3,,,0.666666666667,0.777777777778,0.958477508651,0.729491052754,0.0810810810811,0.511137162954
1,106,2013-06-17 09:20:02,5,219,,,219,13493,0,3.0,0,2.64,0.0447,0.0,15,104.0,0,25427,1,24,2,2,1,1,,156.14,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,3,,,0.0,0.666666666667,0.913494809689,0.0643736927725,0.288288288288,0.540054708871
2,106,2013-06-17 09:20:02,5,219,,,219,18369,2,3.5,1,2.2,0.1526,0.0,8,76.0,0,25427,1,24,2,2,1,1,,156.34,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,3,,,0.666666666667,0.777777777778,0.76124567474,0.315128979782,0.036036036036,0.547870261821
3,106,2013-06-17 09:20:02,5,219,,,219,26913,0,4.0,0,2.89,0.048,0.0,18,72.0,0,25427,1,24,2,2,1,1,,155.74,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,3,,,0.0,0.888888888889,1.0,0.0720427608645,0.0,0.52442360297
4,106,2013-06-17 09:20:02,5,219,,,219,39675,3,4.5,0,2.56,0.4089,0.0,2,180.0,1,25427,1,24,2,2,1,1,,155.61,0,,,,,,,,,,,,,,,,,,,,,,,,,1,171.64,1,2,3,,,1.0,1.0,0.885813148789,0.910759934929,0.972972972973,0.519343493552
5,106,2013-06-17 09:20:02,5,219,,,219,57273,2,3.0,1,2.64,0.3487,0.0,12,86.0,0,25427,1,24,2,2,1,1,,155.39,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,3,,,0.666666666667,0.666666666667,0.913494809689,0.77085754125,0.126126126126,0.510746385307
6,106,2013-06-17 09:20:02,5,219,,,219,57494,2,3.5,1,2.56,0.4473,0.0,9,120.0,0,25427,1,24,2,2,1,1,,155.49,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,3,,,0.666666666667,0.777777777778,0.885813148789,1.0,0.432432432432,0.514654161782
7,106,2013-06-17 09:20:02,5,219,,,219,65899,3,4.5,1,1.1,0.1803,0.0,4,153.0,0,25427,1,24,2,2,1,1,,154.13,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,3,,,1.0,1.0,0.38062283737,0.379502672554,0.72972972973,0.461508401719
8,106,2013-06-17 09:20:02,5,219,,,219,67981,3,4.0,1,1.1,0.1824,0.0,3,129.0,0,25427,1,24,2,2,1,1,,154.14,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,3,,,1.0,0.888888888889,0.38062283737,0.384382988613,0.513513513514,0.461899179367
9,106,2013-06-17 09:20:02,5,219,,,219,68207,2,3.5,0,0.0,,0.0,21,89.0,0,25427,1,24,2,2,1,1,,142.32,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,3,,,0.666666666667,0.777777777778,0.0,,0.153153153153,0.0
