,srch_id,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,comp1_rate_percent_diff|signed,comp2_rate_percent_diff|signed,comp3_rate_percent_diff|signed,comp4_rate_percent_diff|signed,comp5_rate_percent_diff|signed,comp6_rate_percent_diff|signed,comp7_rate_percent_diff|signed,comp8_rate_percent_diff|signed,comp_rate|sum,comp_rate|sum|positive,comp_rate|sum|negative,prop_starrating|personal_difference,price_usd|personal_difference,day_part,season,ctr,cvr,prop_starrating|srch_id_standardized,prop_review_score|srch_id_standardized,prop_location_score1|srch_id_standardized,prop_location_score2|srch_id_standardized,prop_log_historical_price|srch_id_standardized,price_usd|srch_id_standardized,srch_query_affinity_score|srch_id_standardized,orig_destination_distance|srch_id_standardized,comp_rate|sum|srch_id_standardized,comp_rate|sum|positive|srch_id_standardized,comp_rate|sum|negative|srch_id_standardized,prop_starrating|personal_difference|srch_id_standardized,price_usd|personal_difference|srch_id_standardized,ctr|srch_id_standardized,cvr|srch_id_standardized
0,106,5,219,0.0,0.0,219,73,2,3.5,1,2.77,0.3309,0.0,6,81.0,1,25427,1,24,2,2,1,1,0.0,155.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.051724137931,0.051724137931,0.284961414088,0.131868450353,0.899778909472,0.858495543843,0.0,-0.923565145572,0.0,-0.148808677166,0.0,0.0,0.0,0.0,0.0,-0.126284477338,0.13621006821
1,106,5,219,0.0,0.0,219,13493,0,3.0,0,2.64,0.0447,0.0,15,104.0,0,25427,1,24,2,2,1,1,0.0,156.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0,0.0,-1.51979420847,-0.369231660988,0.730255346818,-0.988605829243,0.0,-0.252021104615,0.0,-0.0055038825801,0.0,0.0,0.0,0.0,0.0,-0.723908893916,-0.644652700773
2,106,5,219,0.0,0.0,219,18369,2,3.5,1,2.2,0.1526,0.0,8,76.0,0,25427,1,24,2,2,1,1,0.0,156.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0769230769231,0.0769230769231,0.284961414088,0.131868450353,0.156483288604,-0.292231831493,0.0,-1.06955298056,0.0,0.0332271429835,0.0,0.0,0.0,0.0,0.0,0.164865879457,0.516630391561
3,106,5,219,0.0,0.0,219,26913,0,4.0,0,2.89,0.048,0.0,18,72.0,0,25427,1,24,2,2,1,1,0.0,155.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0175438596491,0.0,-1.51979420847,0.632968561694,1.05626219808,-0.967308014669,0.0,-1.18634324855,0.0,-0.0829659337074,0.0,0.0,0.0,0.0,0.0,-0.521205875427,-0.644652700773
4,106,5,219,0.0,0.0,219,39675,3,4.5,0,2.56,0.4089,0.0,2,180.0,1,25427,1,24,2,2,1,1,0.0,155.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,171.64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.162790697674,0.116279069767,1.18733922536,1.13406867303,0.625933154416,1.36189843378,0.0,1.96699398724,0.0,-0.108141100324,0.0,0.0,0.0,0.0,0.0,1.15698655671,1.1107752295
5,106,5,219,0.0,0.0,219,57273,2,3.0,1,2.64,0.3487,0.0,12,86.0,0,25427,1,24,2,2,1,1,0.0,155.39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.013698630137,0.013698630137,0.284961414088,-0.369231660988,0.730255346818,0.973374664881,0.0,-0.777577310581,0.0,-0.150745228444,0.5,0.0,0.5,0.0,0.0,-0.565633934274,-0.437848862412
6,106,5,219,0.0,0.0,219,57494,2,3.5,1,2.56,0.4473,0.0,9,120.0,0,25427,1,24,2,2,1,1,0.0,155.49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0555555555556,0.0277777777778,0.284961414088,0.131868450353,0.625933154416,1.60972754883,0.0,0.215139967354,0.0,-0.131379715662,0.0,0.0,0.0,0.0,0.0,-0.0820160020356,-0.225300472986
7,106,5,219,0.0,0.0,219,65899,3,4.5,1,1.1,0.1803,0.0,4,153.0,0,25427,1,24,2,2,1,1,0.0,154.13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.111111111111,0.0952380952381,1.18733922536,1.13406867303,-1.27794685693,-0.113459266733,0.0,1.17865967829,0.0,-0.394750689495,0.0,0.0,0.0,0.0,0.0,0.559876889844,0.793126365927
8,106,5,219,0.0,0.0,219,67981,3,4.0,1,1.1,0.1824,0.0,3,129.0,0,25427,1,24,2,2,1,1,0.0,154.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0727272727273,0.0545454545455,1.18733922536,0.632968561694,-1.27794685693,-0.0999061120034,0.0,0.477918070337,0.0,-0.392814138216,0.0,0.0,0.0,0.0,0.0,0.116387255455,0.178802582882
9,106,5,219,0.0,0.0,219,68207,2,3.5,0,0.0,0.0,0.0,21,89.0,0,25427,1,24,2,2,1,1,0.0,142.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.06,0.0,0.284961414088,0.131868450353,-2.71237700247,0.0,0.0,-0.689984609587,0.0,-2.68181774903,0.0,0.0,0.0,0.0,0.0,-0.0306645706852,-0.644652700773
